	query acc	query length	subject acc	subject length	bit score	score	alignment length	% identity	subject tax id
1174	AC096644.1	390	XR_922616	2904	721.0	390	390	100.0	9606
1175	AC096644.1	390	XR_001712675	1537	675.0	365	387	98.191	9598
1176	AC024619.1	495	XR_001752822	5063	915.0	495	495	100.0	9606
1177	AC024619.1	495	XR_001710880	3257	876.0	474	495	98.586	9598
1178	AP000759.1	397	AC270064	39770	508.0	275	275	100.0	9606
1179	AP000759.1	397	XM_024347268	1227	496.0	268	275	99.273	9598
1180	AC026774.1	691	AC026774	108451	837.0	453	456	99.781	9606
1181	AC117460.1	467	AC117460	183595	693.0	375	375	100.0	9606
1182	RAPGEF4-AS1	4625	NR_026995	4622	8536.0	4622	4622	100.0	9606
1183	RAPGEF4-AS1	4625	XR_001716319	6468	8063.0	4366	4549	98.703	9598
1184	AC092265.1	498	AC092265	129231	507.0	274	274	100.0	9606
1185	AF067845.4	480	NG_009409	977758	435.0	235	235	100.0	9606
1186	AC105219.2	374	AC277921	221848	305.0	165	165	100.0	9606
1187	AC105219.2	374	XR_001720495	4040	163.0	88	101	96.04	9598
1188	AC113189.3	330	AP023477	80688777	490.0	265	271	99.262	9606
1189	AC113189.3	330	XM_001170288	3764	484.0	262	271	98.893	9598
1190	AC009930.1	191	XR_928534	726	309.0	167	167	100.0	9606
1191	LINC00280	448	NR_046505	448	828.0	448	448	100.0	9606
1192	LINC00280	448	BS000543	154247	182.0	98	146	89.041	9598
1193	AC098649.1	569	AC098649	204143	878.0	475	475	100.0	9606
1194	AP005131.4	1698	AP005131	162119	3136.0	1698	1698	100.0	9606
1195	AP005131.4	1698	XM_030250539	22792	311.0	168	432	79.861	10090
1196	AC136188.1	342	AC090015	186236	263.0	142	142	100.0	9606
1197	BX088723.1	708	BX088723	146782	824.0	446	446	100.0	9606
1198	AC012038.2	256	AC012038	73390	429.0	232	232	100.0	9606
1199	AL441989.1	382	XR_001746920	3374	577.0	312	312	100.0	9606
1200	AL441989.1	382	XR_001720989	1470	566.0	306	312	99.359	9598
1201	LINC00524	418	NR_126006	418	773.0	418	418	100.0	9606
1202	AL138974.1	741	XR_001750701	1058	701.0	379	379	100.0	9606
1203	AL138974.1	741	AC192838	229398	193.0	104	138	92.029	9598
1204	AC127894.1	1383	AC127894	96967	1807.0	978	978	100.0	9606
1205	AC127894.1	1383	AC192135	196883	243.0	131	243	85.185	9598
1206	LINC02445	459	XR_001749109	802	640.0	346	346	100.0	9606
1207	LINC02560	459	NR_149054	477	848.0	459	459	100.0	9606
1208	AC097501.1	658	NR_133939	701	1206.0	653	653	100.0	9606
1209	AC097501.1	658	XR_127526	635	1131.0	612	637	98.744	9598
1210	AC090651.1	634	AP023475	95537968	1171.0	634	634	100.0	9606
1211	FTCD-AS1	500	NR_170989	500	924.0	500	500	100.0	9606
1212	FTCD-AS1	500	BS000241	102671	409.0	221	242	97.107	9598
1213	AL590648.2	2225	AK097437	2225	4082.0	2210	2225	99.775	9606
1214	AL590648.2	2225	NM_001246439	2308	2669.0	1445	1541	97.923	9598
1215	AL590648.2	2225	NM_001099391	2239	215.0	116	380	76.842	9913
1216	LINC02567	448	NR_149059	448	828.0	448	448	100.0	9606
1217	LINC01890	1017	XR_001739529	1211	1875.0	1015	1015	100.0	9606
1218	LINC01890	1017	XR_001715849	695	387.0	209	218	98.624	9598
1219	AP000919.3	568	CP068260	80542536	627.0	339	339	100.0	9606
1220	AP000919.3	568	BS000050	202014	73.1	39	55	90.909	9598
1221	HOXC13-AS	1408	NR_047507	1408	2601.0	1408	1408	100.0	9606
1222	HOXC13-AS	1408	XM_522408	2400	316.0	171	174	99.425	9598
1223	HOXC13-AS	1408	JN963548	39534	296.0	160	175	97.143	10090
1224	HOXC13-AS	1408	NM_001083490	2370	272.0	147	174	94.828	9913
1225	LINC01729	358	NR_109860	363	662.0	358	358	100.0	9606
1226	AC073578.1	493	XR_945563	5524	911.0	493	493	100.0	9606
1227	AC073578.1	493	XR_002938898	2404	512.0	277	298	97.651	9598
1228	AC096759.1	473	AC096759	196363	614.0	332	332	100.0	9606
1229	AC096759.1	473	XR_001716927	793	468.0	253	278	97.122	9598
1230	AC096759.1	473	AC165433	202557	237.0	128	246	84.553	10090
1231	AC027338.2	526	AC027338	117813	972.0	526	526	100.0	9606
1232	AC027338.2	526	AC183598	216847	217.0	117	238	83.193	9598
1233	AC009686.1	364	AC009686	191166	488.0	264	264	100.0	9606
1234	AC099552.3	367	AC092628	144491	407.0	220	220	100.0	9606
1235	AC099552.3	367	AC182638	172741	333.0	180	189	98.413	9598
1236	AC092142.2	354	CP068262	96330493	551.0	298	298	100.0	9606
1237	AC012229.1	499	NG_033836	956245	780.0	422	422	100.0	9606
1238	AL606970.2	470	AL606970	161863	488.0	264	264	100.0	9606
1239	BACH1-IT3	406	NR_146594	415	750.0	406	406	100.0	9606
1240	BACH1-IT3	406	BS000173	46770	390.0	211	217	99.078	9598
1241	AP006285.2	588	XR_930978	912	1029.0	557	588	98.299	9606
1242	AP006285.2	588	XR_002938411	2855	970.0	525	588	96.429	9598
1243	AP000431.2	790	CP068257	45827691	1323.0	716	716	100.0	9606
1244	AP000431.2	790	BS000047	214118	1245.0	674	717	98.047	9598
1245	AP000431.2	790	AC163679	193718	289.0	156	302	84.106	10090
1246	AC009623.2	465	AC009623	196953	468.0	253	253	100.0	9606
1247	AC009623.2	465	XM_016919828	15056	86.1	46	133	78.947	9598
1248	AC009623.2	465	AC149783	205084	52.8	28	28	100.0	9913
1249	AC015911.2	396	CP068261	84277185	566.0	306	306	100.0	9606
1250	AC015911.2	396	AC159904	177340	549.0	297	306	99.02	9598
1251	AC015911.2	396	XR_003035159	7990	97.1	52	111	82.883	9913
1252	MYO16-AS1	580	NR_047700	564	1011.0	547	547	100.0	9606
1253	AC107067.1	1654	NR_134236	1718	3055.0	1654	1654	100.0	9606
1254	AC107067.1	1654	XR_679707	1685	2950.0	1597	1655	98.852	9598
1255	AC243571.1	478	XR_934720	699	549.0	297	297	100.0	9606
1256	AC243571.1	478	AC183298	174313	403.0	218	230	98.261	9598
1257	AC100801.1	4408	AC243966	171046	6874.0	3722	3732	99.92	9606
1258	AC100801.1	4408	AC185985	148688	145.0	78	99	92.929	9598
1259	AC023830.1	1543	AK093345	1543	2844.0	1540	1543	99.935	9606
1260	AC079298.2	459	NG_054879	264404	848.0	459	459	100.0	9606
1261	AC079154.1	542	NR_147976	3205	1002.0	542	542	100.0	9606
1262	AC079154.1	542	XR_678355	2307	82.4	44	44	100.0	9598
1263	CACNA1C-AS3	444	NG_008801	734164	785.0	425	425	100.0	9606
1264	AC087863.1	570	AC087863	179876	353.0	191	191	100.0	9606
1265	AL049820.1	423	NG_066624	441754	545.0	295	295	100.0	9606
1266	ELMO1-AS1	528	NR_104120	528	976.0	528	528	100.0	9606
1267	ELMO1-AS1	528	AC145877	192794	492.0	266	283	98.233	9598
1268	ELMO1-AS1	528	XM_015469370	3835	152.0	82	88	97.727	9913
1269	ELMO1-AS1	528	AC132085	150362	132.0	71	107	88.785	10090
1270	AP001062.2	127	NG_032952	17459	176.0	95	95	100.0	9606
1271	AP001062.2	127	AL954247	143192	159.0	86	95	96.842	9598
1272	AP005229.1	810	AP005229	129326	990.0	536	536	100.0	9606
1273	AL023754.1	863	XR_922535	4535	1048.0	567	567	100.0	9606
1274	AL023754.1	863	XR_001716835	554	375.0	203	209	99.043	9598
1275	AL023754.1	863	AL365314	182054	150.0	81	134	87.313	10090
1276	AC012413.1	519	AC012413	171226	737.0	399	409	99.267	9606
1277	AC012413.1	519	XM_519754	6397	211.0	114	117	99.145	9598
1278	AC005632.4	431	CP068262	96330493	725.0	392	392	100.0	9606
1279	AC005632.4	431	AC241408	171810	701.0	379	392	98.98	9598
1280	AC099482.1	481	CP068262	96330493	270.0	146	146	100.0	9606
1281	FP671120.4	923	NG_054875	2063	1705.0	923	923	100.0	9606
1282	FP671120.4	923	AK158003	1424	1677.0	908	924	99.459	10090
1283	FP671120.4	923	KX061886	41773	1670.0	904	924	99.351	9598
1284	FP671120.4	923	NR_036642	1873	1640.0	888	928	98.707	9913
1285	FP671120.4	923	KT445934	11863	1517.0	821	924	96.429	9031
1286	FP671120.4	923	XR_004223785	1826	1456.0	788	924	95.238	8364
1287	FP671120.4	923	LR812082	55936343	1308.0	708	935	92.193	7955
1288	AL512444.1	480	NG_011804	217663	556.0	301	301	100.0	9606
1289	LINC02442	382	XR_945050	603	664.0	359	359	100.0	9606
1290	LINC02442	382	XR_001708464	604	470.0	254	260	99.231	9598
1291	AC078851.1	298	AC078851	201303	488.0	264	264	100.0	9606
1292	PARAL1	1036	NR_109861	808	1461.0	791	791	100.0	9606
1293	AC096554.1	529	XR_923126	423	630.0	341	341	100.0	9606
1294	AC136601.1	666	AC136601	186323	619.0	335	335	100.0	9606
1295	AC011754.1	491	AC011754	141704	529.0	286	286	100.0	9606
1296	AC011754.1	491	XM_016948858	830	161.0	87	90	98.889	9598
1297	AL391119.1	271	NR_164128	2829	387.0	209	271	92.62	9606
1298	AL391119.1	271	XM_024350429	4233	381.0	206	271	92.251	9598
1299	AL133516.1	540	AL133516	93130	508.0	275	275	100.0	9606
1300	AC068135.2	1028	AC068135	164736	1899.0	1028	1028	100.0	9606
1301	AC068135.2	1028	BS000115	150496	80.5	43	67	88.06	9598
1302	AC104777.1	774	NR_110244	706	737.0	399	399	100.0	9606
1303	AC104777.1	774	XR_001716096	765	433.0	234	234	100.0	9598
1304	AC006130.1	555	NM_001172775	8501	741.0	401	401	100.0	9606
1305	AC006130.1	555	AC182474	152000	63.9	34	34	100.0	9598
1306	AC006130.1	555	AK171052	6620	63.9	34	40	95.0	10090
1307	AC060234.3	559	AC035139	210472	713.0	386	386	100.0	9606
1308	AC060234.3	559	AC270661	158403	697.0	377	387	99.225	9598
1309	AC007342.5	2142	AC007342	177788	3956.0	2142	2142	100.0	9606
1310	AC007342.5	2142	AL954245	176622	113.0	61	64	98.438	9598
1311	FBXW7-AS1	372	EF212178	372	678.0	367	370	99.73	9606
1312	FBXW7-AS1	372	XM_024356331	4140	243.0	131	131	100.0	9598
1313	FBXW7-AS1	372	XM_005217468	3232	215.0	116	131	96.183	9913
1314	AC006357.1	531	XR_001745007	1692	523.0	283	283	100.0	9606
1315	AC006357.1	531	AC213862	170781	490.0	265	283	97.88	9598
1316	AC007556.1	307	AC007556	167358	300.0	162	162	100.0	9606
1317	AC022916.2	559	NG_022465	1330	824.0	446	446	100.0	9606
1318	AC022916.2	559	XM_016924822	1216	688.0	372	444	94.595	9598
1319	AC022916.2	559	NM_001076421	1168	475.0	257	405	87.901	9913
1320	AL359715.3	1436	AL359715	122379	2652.0	1436	1436	100.0	9606
1321	AC012499.1	741	NR_136171	845	1369.0	741	741	100.0	9606
1322	AC012499.1	741	XM_009443807	9890	171.0	92	92	100.0	9598
1323	AC012499.1	741	NM_001205422	3010	137.0	74	92	93.478	9913
1324	AC067956.1	2062	BC043385	2100	3797.0	2056	2062	99.903	9606
1325	AC067956.1	2062	XR_001716483	2230	628.0	340	352	98.864	9598
1326	ROPN1L-AS1	189	NR_102746	803	350.0	189	189	100.0	9606
1327	ROPN1L-AS1	189	XR_680037	560	339.0	183	189	98.942	9598
1328	LINC02388	1975	NR_120452	1990	3648.0	1975	1975	100.0	9606
1329	LINC02388	1975	AC188680	209656	285.0	154	243	88.066	9598
1330	TMEM212-AS1	427	NR_046852	427	789.0	427	427	100.0	9606
1331	TMEM212-AS1	427	AC206022	177897	108.0	58	96	87.5	9598
1332	LINC01202	907	NR_126372	697	1288.0	697	697	100.0	9606
1333	LMO7-AS1	549	NR_120411	549	1014.0	549	549	100.0	9606
1334	LMO7-AS1	549	XM_024348286	1389	291.0	157	166	98.193	9598
1335	LMO7-AS1	549	XM_024999867	1212	93.5	50	62	93.548	9913
1336	AL355922.1	337	AL355922	157979	542.0	293	293	100.0	9606
1337	AL355922.1	337	NM_001009133	739	459.0	248	293	94.881	9598
1338	AC079150.1	383	AC011901	201567	224.0	121	121	100.0	9606
1339	AL645634.1	462	AL645634	80106	627.0	339	345	99.42	9606
1340	AC079414.1	488	BC050287	501	889.0	481	488	99.59	9606
1341	AC079414.1	488	AC183920	178623	76.8	41	41	100.0	9598
1342	LINC01962	411	NR_108031	467	760.0	411	411	100.0	9606
1343	LINC01962	411	XR_680519	3195	704.0	381	411	97.567	9598
1344	AL353597.1	998	AL353597	162451	544.0	294	294	100.0	9606
1345	AC104996.1	591	AP023477	80688777	1016.0	550	550	100.0	9606
1346	AC104996.1	591	XM_009432478	5618	298.0	161	164	99.39	9598
1347	AC104996.1	591	XM_015458590	5038	202.0	109	161	89.441	9913
1348	AC016027.2	2493	BX648058	2495	4405.0	2385	2494	98.557	9606
1349	AC016027.2	2493	AC135611	215721	4205.0	2277	2350	98.979	9598
1350	AL365258.1	247	AL365258	129343	305.0	165	165	100.0	9606
1351	AL158829.1	478	XM_017015385	1313	883.0	478	478	100.0	9606
1352	AP002815.1	386	AP002815	174484	416.0	225	225	100.0	9606
1353	AC147651.2	420	NG_029727	29587	398.0	215	215	100.0	9606
1354	AC147651.2	420	XR_001714765	181	174.0	94	97	98.969	9598
1355	AC008080.2	577	AC018664	114848	606.0	328	328	100.0	9606
1356	AC008080.2	577	AC145905	187893	601.0	325	328	99.695	9598
1357	AC025752.1	558	AC025752	189154	926.0	501	501	100.0	9606
1358	BMS1P14	606	AC275593	199626	769.0	416	426	99.296	9606
1359	BMS1P14	606	AC183386	138215	736.0	398	426	97.887	9598
1360	AC004528.2	440	NM_033420	2587	734.0	397	397	100.0	9606
1361	AC004528.2	440	XM_016934512	2799	728.0	394	397	99.748	9598
1362	AC004528.2	440	XM_024995106	2575	195.0	105	160	88.75	9913
1363	AC004528.2	440	BC005494	1786	65.8	35	41	95.122	10090
1364	AL031668.1	603	AP023480	62398354	597.0	323	323	100.0	9606
1365	AL031668.1	603	XR_676194	1701	145.0	78	81	98.765	9598
1366	AC012572.1	397	CP068260	80542536	621.0	336	336	100.0	9606
1367	AC009142.1	563	NG_052819	1176817	453.0	245	245	100.0	9606
1368	AC009142.1	563	XR_002940032	628	320.0	173	188	97.34	9598
1369	AC090857.2	723	NG_047064	913136	1279.0	692	692	100.0	9606
1370	AL158817.1	933	AL158817	120529	1345.0	728	728	100.0	9606
1371	AL158817.1	933	AC280548	234430	54.7	29	32	96.875	9598
1372	AL645937.2	389	XR_001718691	475	595.0	322	391	94.373	9598
1373	AL645937.2	389	AL022727	144868	468.0	253	253	100.0	9606
1374	FER1L6-AS1	2315	NR_040044	2315	4276.0	2315	2315	100.0	9606
1375	FER1L6-AS1	2315	XR_682025	6411	4133.0	2238	2317	98.878	9598
1376	AC008641.1	248	AC011342	120584	398.0	215	215	100.0	9606
1377	LSAMP-AS1	553	NR_109998	561	1016.0	550	553	99.819	9606
1378	LSAMP-AS1	553	AC197519	161541	135.0	73	73	100.0	9598
1379	AC023394.1	312	CP068260	80542536	416.0	225	225	100.0	9606
1380	AC022031.1	2593	AC022031	202566	4789.0	2593	2593	100.0	9606
1381	AC022031.1	2593	AC187749	203911	198.0	107	163	88.957	9598
1382	AC091819.1	630	NR_134280	630	1164.0	630	630	100.0	9606
1383	AP001782.1	445	AP001782	169313	512.0	277	277	100.0	9606
1384	AP001782.1	445	XR_673133	919	444.0	240	276	95.652	9598
1385	LINC02401	3059	NR_110103	3059	5650.0	3059	3059	100.0	9606
1386	LINC02401	3059	XR_002938860	1615	697.0	377	400	98.25	9598
1387	AFF2-IT1	443	NG_016313	507045	702.0	380	383	99.739	9606
1388	AFF2-IT1	443	AC149233	169963	518.0	280	308	97.078	9598
1389	AC239859.3	408	XM_024354011	1346	579.0	313	408	92.402	9598
1390	AC239859.3	408	XR_001737751	627	577.0	312	312	100.0	9606
1391	AC005703.2	343	CP068261	84277185	257.0	139	142	99.296	9606
1392	LINC02205	239	NR_146562	239	442.0	239	239	100.0	9606
1393	LINC02121	432	NR_134266	446	798.0	432	432	100.0	9606
1394	LINC02121	432	XR_001717432	432	793.0	429	432	99.769	9598
1395	AC073626.1	582	NG_007491	614463	1002.0	542	542	100.0	9606
1396	AC073626.1	582	AP005268	154715	996.0	539	542	99.815	9598
1397	AC073626.1	582	AC150546	203152	974.0	527	542	99.077	9913
1398	AC073626.1	582	AC122816	177967	913.0	494	543	97.053	10090
1399	AC073626.1	582	AC160640	233376	874.0	473	542	95.756	9031
1400	AC073626.1	582	AC147175	187897	765.0	414	558	91.935	8364
1401	AC100773.1	520	AC100773	199549	562.0	304	304	100.0	9606
1402	AC011752.1	1061	XR_939801	2477	878.0	475	475	100.0	9606
1403	AC092435.3	3654	AC092435	122583	6748.0	3654	3654	100.0	9606
1404	LINC01961	745	XR_923225	754	1369.0	741	741	100.0	9606
1405	LINC01961	745	XM_024353708	3943	1227.0	664	745	96.51	9598
1406	LINC01961	745	AK144007	3223	106.0	57	72	93.056	10090
1407	AC003084.1	435	AC003084	166219	523.0	283	283	100.0	9606
1408	AC003084.1	435	AC192966	230195	505.0	273	282	98.936	9598
1409	AL139231.1	312	XR_001744033	5866	577.0	312	312	100.0	9606
1410	AC079584.1	464	AC079584	77458	335.0	181	181	100.0	9606
1411	LINC01070	2829	CR627049	2847	5225.0	2829	2829	100.0	9606
1412	LINC01070	2829	XR_001708877	2624	2462.0	1333	1524	95.932	9598
1413	AC009803.2	665	AC009803	186044	412.0	223	223	100.0	9606
1414	AL445224.1	737	AL445224	9717	937.0	507	507	100.0	9606
1415	AL445224.1	737	XM_016956202	4663	830.0	449	482	97.718	9598
1416	AL445224.1	737	JN954451	39052	222.0	120	253	83.004	10090
1417	AL445224.1	737	NM_001205437	546	185.0	100	121	94.215	9913
1418	AL031676.1	1586	NR_149017	1600	2929.0	1586	1586	100.0	9606
1419	AC005304.1	405	AC270119	133892	501.0	271	271	100.0	9606
1420	LINC01339	561	NR_120601	573	497.0	269	269	100.0	9606
1421	LINC01339	561	AC154522	176876	100.0	54	107	84.112	10090
1422	LINC01339	561	AC193681	204377	67.6	36	36	100.0	9598
1423	AP002856.1	562	AP002856	227942	601.0	325	325	100.0	9606
1424	AC113192.2	308	XR_931174	1318	569.0	308	308	100.0	9606
1425	AC113192.2	308	XR_001707239	1592	527.0	285	310	97.419	9598
1426	AC113192.2	308	AC158128	158257	52.8	28	28	100.0	10090
1427	LINC00382	890	NR_120413	996	1644.0	890	890	100.0	9606
1428	BGLT3	993	NG_063112	17980	1834.0	993	993	100.0	9606
1429	BGLT3	993	K02542	7025	1735.0	939	978	98.671	9598
1430	MIR548A1HG	784	NR_149116	1746	1345.0	728	728	100.0	9606
1431	MIR548A1HG	784	XR_001718293	708	832.0	450	459	99.346	9598
1432	AC008794.1	560	XR_002958416	837	1031.0	558	558	100.0	9606
1433	AC055733.2	340	NG_007379	173188	412.0	223	223	100.0	9606
1434	AC055733.2	340	AC190148	186417	113.0	61	92	89.13	9598
1435	XXYLT1-AS1	431	NR_104188	431	797.0	431	431	100.0	9606
1436	AL161782.1	586	NR_121212	1027	1083.0	586	586	100.0	9606
1437	LINC01799	625	NR_110169	629	1155.0	625	625	100.0	9606
1438	LINC01799	625	XR_001715841	1193	623.0	337	376	96.809	9598
1439	AC097480.1	712	XR_001741639	5294	1315.0	712	712	100.0	9606
1440	AC097480.1	712	XR_001716822	5686	556.0	301	317	98.423	9598
1441	AC244205.1	705	XR_940348	1933	1230.0	666	666	100.0	9606
1442	AC244205.1	705	XR_001715911	5124	896.0	485	513	98.246	9598
1443	AC244205.1	705	AY661254	585	71.3	38	38	100.0	10090
1444	AC016820.1	579	AC016820	194364	540.0	292	292	100.0	9606
1445	AC016820.1	579	XR_682712	743	219.0	118	118	100.0	9598
1446	AC018643.1	414	XR_001719511	1267	726.0	393	411	98.54	9598
1447	AC018643.1	414	AC009364	151153	294.0	159	159	100.0	9606
1448	AC009468.1	437	XR_927271	684	431.0	233	233	100.0	9606
1449	AC009468.1	437	AC229904	169852	353.0	191	209	97.129	9598
1450	AC100775.1	522	CP068260	80542536	538.0	291	291	100.0	9606
1451	AC100775.1	522	AC193618	194736	62.1	33	57	85.965	9598
1452	DSCAS	553	NR_110785	553	1022.0	553	553	100.0	9606
1453	DSCAS	553	XM_512078	4639	468.0	253	256	99.609	9598
1454	AL109837.2	295	CP068258	66210247	298.0	161	161	100.0	9606
1455	AL109837.2	295	AC192794	214408	91.6	49	55	96.364	9598
1456	AP006219.1	472	CP068260	80542536	625.0	338	338	100.0	9606
1457	AP006219.1	472	LR812063	59568845	52.8	28	28	100.0	7955
1458	AC108747.1	535	NM_001167931	5430	989.0	535	535	100.0	9606
1459	AC108747.1	535	XM_016942499	5360	989.0	535	535	100.0	9598
1460	LINC01786	389	XR_946815	1357	719.0	389	389	100.0	9606
1461	AC074035.1	1184	NR_110390	1200	2187.0	1184	1184	100.0	9606
1462	AC074035.1	1184	XR_676592	1182	2130.0	1153	1185	99.156	9598
1463	AC141273.1	479	CP068262	96330493	632.0	342	342	100.0	9606
1464	AC141273.1	479	AC280249	198313	586.0	317	342	97.661	9598
1465	AC009248.2	254	NG_028220	231418	470.0	254	254	100.0	9606
1466	AC144521.1	956	NG_027814	107201	1766.0	956	956	100.0	9606
1467	AL445524.1	465	AL445524	154073	466.0	252	252	100.0	9606
1468	GNA14-AS1	605	NR_121184	719	1118.0	605	605	100.0	9606
1469	AC004870.3	432	XR_927249	333	392.0	212	212	100.0	9606
1470	AC004870.3	432	AC188416	178653	309.0	167	170	99.412	9598
1471	DAOA-AS1	2482	NR_040247	2482	4584.0	2482	2482	100.0	9606
1472	DAOA-AS1	2482	XR_673916	2473	4259.0	2306	2486	97.707	9598
1473	DAOA-AS1	2482	JN413793	1656	436.0	236	236	100.0	10090
1474	AL121999.1	332	AL121999	137490	483.0	261	261	100.0	9606
1475	AL121999.1	332	AC213068	209476	472.0	255	261	99.234	9598
1476	AC079858.1	448	XR_001741449	924	449.0	243	243	100.0	9606
1477	AC005381.1	769	CP068259	61707359	708.0	383	383	100.0	9606
1478	AC005381.1	769	XR_675880	1245	658.0	356	380	97.895	9598
1479	WWOX-AS1	443	XR_001710114	686	767.0	415	447	97.763	9598
1480	WWOX-AS1	443	CP068262	96330493	597.0	323	323	100.0	9606
1481	AC012368.2	560	AC012368	196206	721.0	390	390	100.0	9606
1482	AL445471.1	820	XR_947088	5494	1515.0	820	820	100.0	9606
1483	AL445471.1	820	XR_002944195	8749	905.0	490	502	99.203	9598
1484	AC004147.1	299	XR_001752832	4481	375.0	203	203	100.0	9606
1485	NHS-AS1	366	NR_046632	383	676.0	366	366	100.0	9606
1486	AC027277.2	435	NG_042058	59295	518.0	280	280	100.0	9606
1487	AC009039.1	471	AC009039	163228	785.0	425	425	100.0	9606
1488	AL355314.1	316	NG_009191	1833412	316.0	171	171	100.0	9606
1489	AC131571.1	3945	NG_034086	281797	5232.0	2833	2833	100.0	9606
1490	AC131571.1	3945	BS000199	141767	255.0	138	184	91.848	9598
1491	LINC01612	469	NR_125889	1260	785.0	425	425	100.0	9606
1492	AC011524.1	240	CP068259	61707359	348.0	188	188	100.0	9606
1493	AC011524.1	240	AC199716	211483	93.5	50	114	81.579	9598
1494	BX284668.5	406	NR_135056	547	750.0	406	406	100.0	9606
1495	BX284668.5	406	XM_009430022	526	595.0	322	403	93.548	9598
1496	AP000552.3	775	XR_002942099	1607	1341.0	726	775	97.935	9598
1497	AP000552.3	775	AP000552	157086	1218.0	659	659	100.0	9606
1498	AC012378.1	364	AP023475	95537968	401.0	217	217	100.0	9606
1499	AC012378.1	364	XM_009429172	12398	206.0	111	111	100.0	9598
1500	AC012378.1	364	XM_005211772	10799	147.0	79	109	90.826	9913
1501	AC244102.1	848	AC244102	233897	1197.0	648	648	100.0	9606
1502	AC244102.1	848	CT574564	156098	1170.0	633	648	99.228	9598
1503	AL512366.1	636	AC255477	200829	545.0	295	295	100.0	9606
1504	AL512366.1	636	AC183592	167069	518.0	280	295	98.305	9598
1505	AC103726.2	411	AC103726	143480	294.0	159	159	100.0	9606
1506	AC103726.2	411	AC160934	183147	154.0	83	123	89.431	10090
1507	AC103726.2	411	NM_001192841	3843	147.0	79	79	100.0	9913
1508	AC103726.2	411	XM_016959869	6965	147.0	79	79	100.0	9598
1509	AP000722.1	775	AC277924	225624	429.0	232	232	100.0	9606
1510	AP000722.1	775	AC146123	185971	86.1	46	78	87.179	9598
1511	AC093297.1	591	AC093297	162100	797.0	431	434	99.77	9606
1512	AC093297.1	591	AC152353	218326	132.0	71	83	95.181	9598
1513	AL132657.2	358	AL132657	160743	662.0	358	358	100.0	9606
1514	AC023161.1	420	AC023161	76792	712.0	385	396	99.242	9606
1515	Z95624.1	628	NG_017150	8029	1000.0	541	545	99.817	9606
1516	Z95624.1	628	XR_001714004	3496	998.0	540	628	95.541	9598
1517	Z95624.1	628	BC150037	1780	289.0	156	386	80.311	9913
1518	AC104779.1	441	AC104779	152861	460.0	249	249	100.0	9606
1519	AC026461.1	551	AK311373	951	1013.0	548	551	99.819	9606
1520	AC026461.1	551	XM_024355597	1364	313.0	169	229	91.266	9598
1521	AC026461.1	551	AY341879	373	121.0	65	99	88.889	10090
1522	AC079950.1	725	AC008124	183387	1190.0	644	644	100.0	9606
1523	AL357054.4	2814	AL357054	121656	5197.0	2814	2814	100.0	9606
1524	AL357054.4	2814	AL606764	127433	200.0	108	194	85.567	10090
1525	AC040977.2	498	XR_675177	1191	662.0	358	358	100.0	9598
1526	AC040977.2	498	NR_038310	794	660.0	357	357	100.0	9606
1527	AC040977.2	498	EU007907	511837	206.0	111	169	88.757	10090
1528	AC040977.2	498	XR_001494305	1841	69.4	37	37	100.0	9913
1529	AC099509.2	406	AC099509	145514	453.0	245	245	100.0	9606
1530	AL513164.1	311	NG_051927	286774	276.0	149	149	100.0	9606
1531	AC096637.1	174	AC096637	164906	187.0	101	101	100.0	9606
1532	AC090286.1	1489	BC029877	1531	2734.0	1480	1489	99.799	9606
1533	AC090286.1	1489	XM_016932257	2174	532.0	288	297	98.99	9598
1534	AC090286.1	1489	JN962182	38035	82.4	44	253	73.518	10090
1535	AC241644.2	480	AC241644	208520	641.0	347	347	100.0	9606
1536	AL583859.1	335	AL583859	167611	490.0	265	268	99.627	9606
1537	AL583859.1	335	AL840637	217829	228.0	123	213	85.915	10090
1538	AL583859.1	335	KT476762	389	65.8	35	38	97.368	9031
1539	AL162151.1	561	AL162151	231893	798.0	432	432	100.0	9606
1540	AL162151.1	561	AC159040	174983	737.0	399	432	97.454	9598
1541	AL162151.1	561	AC087843	157165	65.8	35	44	93.182	9913
1542	AL162151.1	561	AC122287	226926	56.5	30	30	100.0	10090
1543	LINC01997	429	AC092932	37398	571.0	309	309	100.0	9606
1544	LINC01997	429	XR_002943232	630	555.0	300	309	99.029	9598
1545	LINC02161	420	AC122700	118238	470.0	254	254	100.0	9606
1546	LINC02161	420	CT826194	166215	165.0	89	205	81.463	9598
1547	AC025431.1	874	NR_147215	2536	1615.0	874	874	100.0	9606
1548	AC025431.1	874	XM_001172159	4097	377.0	204	210	99.048	9598
1549	AC025431.1	874	XM_002690855	3546	294.0	159	211	91.943	9913
1550	HIF1A-AS1	652	NR_047116	652	1205.0	652	652	100.0	9606
1551	HIF1A-AS1	652	XM_016926181	3938	209.0	113	117	99.145	9598
1552	HIF1A-AS1	652	XR_003036597	3583	161.0	87	105	94.286	9913
1553	AC092718.2	2535	AC092718	203229	3821.0	2069	2073	99.952	9606
1554	AC092718.2	2535	XM_024349962	848	518.0	280	283	99.647	9598
1555	AL353658.2	519	NG_009004	80427	544.0	294	294	100.0	9606
1556	AC243965.1	781	XR_943590	1486	828.0	448	448	100.0	9606
