	query acc	query length	subject acc	subject length	bit score	score	alignment length	% identity	subject tax id
1137	DPH6-DT	1477	NR_038251	1507	2728.0	1477	1477	100.0	9606
1138	DPH6-DT	1477	XR_001709857	1295	2170.0	1175	1198	99.416	9598
1139	DPH6-DT	1477	AL732441	194006	1035.0	560	1002	85.928	10090
1140	DPH6-DT	1477	XR_236085	312	102.0	55	122	81.967	9913
1141	AC092902.2	1996	AK092468	1996	3664.0	1984	1996	99.8	9606
1142	AC092902.2	1996	AC183103	191366	2549.0	1380	1456	98.283	9598
1143	LINC02493	1704	NR_125919	1702	3144.0	1702	1702	100.0	9606
1144	LINC02493	1704	XR_679514	1711	3001.0	1625	1704	98.474	9598
1145	LINC02493	1704	AC101559	252554	503.0	272	739	79.973	10090
1146	AC097460.1	769	AC097460	164370	614.0	332	332	100.0	9606
1147	AL359644.1	571	XR_930319	1294	1055.0	571	571	100.0	9606
1148	AL359644.1	571	AC217027	208521	141.0	76	130	86.154	9598
1149	AL359644.1	571	AJ421481	233345	139.0	75	120	87.5	9913
1150	AL359644.1	571	AC121867	165179	80.5	43	58	91.379	10090
1151	USP46-AS1	1048	XR_679688	4907	1903.0	1030	1048	99.427	9598
1152	USP46-AS1	1048	NR_125363	890	1622.0	878	878	100.0	9606
1153	AC018953.1	730	AC018953	182712	1085.0	587	590	99.831	9606
1154	AC018953.1	730	AC275699	187681	169.0	91	252	79.365	9598
1155	AL157884.2	551	XR_001746647	1014	601.0	325	325	100.0	9606
1156	LINC02002	1481	AK098724	1481	2736.0	1481	1481	100.0	9606
1157	LINC02002	1481	AC279080	184748	590.0	319	457	90.153	9598
1158	AC104781.1	397	XR_940106	4189	734.0	397	397	100.0	9606
1159	AC104781.1	397	XR_001715778	2665	712.0	385	397	98.992	9598
1160	LINC01473	1079	AC097500	180215	1690.0	915	915	100.0	9606
1161	LINC01473	1079	XR_678552	2495	1657.0	897	913	99.452	9598
1162	LINC01473	1079	AL928822	101335	604.0	327	922	79.176	10090
1163	AC010904.2	634	AC010904	106636	1171.0	634	634	100.0	9606
1164	AC010904.2	634	XM_016946483	6669	1144.0	619	634	99.211	9598
1165	LMCD1-AS1	2683	NR_110131	2683	4955.0	2683	2683	100.0	9606
1166	LMCD1-AS1	2683	XR_002943079	827	652.0	353	369	98.645	9598
1167	AC145423.3	467	AC255553	196909	863.0	467	467	100.0	9606
1168	AC145423.3	467	AC193899	168921	817.0	442	466	98.283	9598
1169	TBX2-AS1	861	NR_125749	862	1591.0	861	861	100.0	9606
1170	TBX2-AS1	861	NG_052561	3206	435.0	235	521	82.342	10090
1171	AP002884.1	2749	NR_126004	2749	5077.0	2749	2749	100.0	9606
1172	AP002884.1	2749	XR_001707548	4789	944.0	511	526	99.049	9598
1173	LINC00502	1000	NR_047467	540	573.0	310	310	100.0	9606
1174	LINC00502	1000	XR_001706749	540	556.0	301	310	99.032	9598
1175	GARS-DT	14667	AC005154	151630	25435.0	13773	13773	100.0	9606
1176	GARS-DT	14667	AC091719	189864	14571.0	7890	8378	98.138	9598
1177	LINC01427	4566	CR627206	4583	8370.0	4532	4566	99.759	9606
1178	LINC01427	4566	AC215525	231830	2355.0	1275	1606	93.337	9598
1179	IGFBP7-AS1	1389	NR_034081	1418	2566.0	1389	1389	100.0	9606
1180	IGFBP7-AS1	1389	XR_001716969	1797	608.0	329	347	98.271	9598
1181	IGFBP7-AS1	1389	AC122396	205737	174.0	94	116	93.966	10090
1182	IGFBP7-AS1	1389	NM_001102300	1140	161.0	87	93	97.849	9913
1183	AC016590.3	753	AC275543	220101	1391.0	753	753	100.0	9606
1184	AC016590.3	753	AC183296	180482	1290.0	698	752	97.606	9598
1185	AC016590.3	753	XR_003032888	3603	71.3	38	79	83.544	9913
1186	AL021368.2	5352	AL021368	188642	9884.0	5352	5352	100.0	9606
1187	AL021368.2	5352	AC183536	212972	9177.0	4969	5361	97.65	9598
1188	AL021368.2	5352	XR_811187	2525	73.1	39	62	88.71	9913
1189	AC107464.3	737	NG_009839	52319	1362.0	737	737	100.0	9606
1190	AC107464.3	737	XR_002943495	1360	1334.0	722	737	99.322	9598
1191	AL590502.1	505	XR_946003	546	933.0	505	505	100.0	9606
1192	AL590502.1	505	AC192592	167415	130.0	70	142	83.099	9598
1193	AP005131.7	611	XR_001753275	10914	1129.0	611	611	100.0	9606
1194	UGDH-AS1	2787	NR_047679	2967	5147.0	2787	2787	100.0	9606
1195	UGDH-AS1	2787	AC149232	184062	3435.0	1860	2036	97.151	9598
1196	AC074138.1	1303	AC074138	200418	2407.0	1303	1303	100.0	9606
1197	AC074138.1	1303	AC193774	192839	191.0	103	243	81.481	9598
1198	AC104407.1	1568	XM_024356345	1916	2811.0	1522	1562	99.168	9598
1199	AC104407.1	1568	XR_001741894	1432	2645.0	1432	1432	100.0	9606
1200	AC005304.2	1982	AC005304	164017	3661.0	1982	1982	100.0	9606
1201	AC005304.2	1982	AC193187	196352	2134.0	1155	2011	86.126	9598
1202	AC100858.3	1605	AC104318	183038	1155.0	625	625	100.0	9606
1203	AC100858.3	1605	AC150210	188797	97.1	52	67	92.537	9598
1204	AC078846.1	7083	AC078846	219428	13080.0	7083	7083	100.0	9606
1205	AC078846.1	7083	AC145873	149916	9225.0	4995	5201	98.731	9598
1206	AC105460.1	830	AC105460	185755	730.0	395	395	100.0	9606
1207	AC105460.1	830	AC145475	136914	346.0	187	232	93.534	9598
1208	AP001625.1	450	NG_033931	88809	767.0	415	418	99.761	9606
1209	AP001625.1	450	BS000228	160535	477.0	258	281	97.509	9598
1210	CYP51A1-AS1	2957	NR_122109	3014	5461.0	2957	2957	100.0	9606
1211	CYP51A1-AS1	2957	AC161122	211581	3332.0	1804	1882	98.618	9598
1212	AC009656.1	478	AC009656	104422	654.0	354	354	100.0	9606
1213	AC104984.4	224	CP068261	84277185	313.0	169	169	100.0	9606
1214	AC104984.4	224	XR_001710872	2706	106.0	57	60	98.333	9598
1215	AC004944.1	3059	AC004944	133258	5650.0	3059	3059	100.0	9606
1216	LINC01081	1646	NR_104139	736	1360.0	736	736	100.0	9606
1217	LINC01081	1646	AC275839	166547	62.1	33	42	92.857	9598
1218	ARHGAP27P1-BPTFP1-KPNA2P3	2732	NR_026899	2879	5046.0	2732	2732	100.0	9606
1219	ARHGAP27P1-BPTFP1-KPNA2P3	2732	XR_002940237	1627	1367.0	740	787	98.094	9598
1220	ARHGAP27P1-BPTFP1-KPNA2P3	2732	XM_024980958	11644	701.0	379	490	92.449	9913
1221	ARHGAP27P1-BPTFP1-KPNA2P3	2732	XM_006532678	11519	547.0	296	488	86.885	10090
1222	AL035681.1	2500	NR_148200	2500	4617.0	2500	2500	100.0	9606
1223	AL035681.1	2500	XR_676538	2730	4359.0	2360	2501	98.241	9598
1224	AC113386.1	381	NM_001362435	3667	233.0	126	126	100.0	9606
1225	AC113386.1	381	XM_016953495	3355	233.0	126	126	100.0	9598
1226	AC113386.1	381	NM_001034640	2663	187.0	101	129	93.023	9913
1227	AC113386.1	381	AC102229	202156	54.7	29	83	79.518	10090
1228	AC253536.6	663	XM_011529816	2881	1225.0	663	663	100.0	9606
1229	AC253536.6	663	AC146761	153907	268.0	145	212	89.623	9598
1230	LINC02057	640	NR_146624	652	1182.0	640	640	100.0	9606
1231	LINC02057	640	AC195276	189038	383.0	207	308	89.286	9598
1232	LINC02079	294	NR_135645	308	544.0	294	294	100.0	9606
1233	LINC02079	294	AC279092	170121	425.0	230	233	99.571	9598
1234	AL139393.2	2025	AL139393	85624	3740.0	2025	2025	100.0	9606
1235	AL139393.2	2025	XR_001718881	5623	625.0	338	355	98.592	9598
1236	AL139393.2	2025	AC087901	214366	287.0	155	292	84.589	10090
1237	AL117339.4	7063	AL117339	208642	13044.0	7063	7063	100.0	9606
1238	AL117339.4	7063	BS000181	199436	374.0	202	278	91.007	9598
1239	TMLHE-AS1	1702	NR_039991	1702	3144.0	1702	1702	100.0	9606
1240	TMLHE-AS1	1702	AC159036	156920	2206.0	1194	1233	98.946	9598
1241	AC009264.1	2160	AF279773	2181	3838.0	2078	2170	98.664	9606
1242	AC009264.1	2160	AC145817	134049	3145.0	1703	1830	97.869	9598
1243	AC062017.1	455	NR_135576	540	841.0	455	455	100.0	9606
1244	AC062017.1	455	XR_678744	543	824.0	446	455	99.341	9598
1245	ANKRD33B-AS1	522	AC106760	78190	544.0	294	294	100.0	9606
1246	AP000793.1	740	AP000793	169152	665.0	360	360	100.0	9606
1247	AP000793.1	740	AC145899	176118	121.0	65	115	86.087	9598
1248	AC007493.2	478	CP068262	96330493	599.0	324	328	99.695	9606
1249	AC007493.2	478	AC195293	212904	82.4	44	124	79.032	9598
1250	AL022322.1	1433	NG_033059	32781	2647.0	1433	1433	100.0	9606
1251	AL022322.1	1433	AC195519	193150	424.0	229	488	82.787	9598
1252	AL162427.1	439	AL162427	108131	555.0	300	300	100.0	9606
1253	AC006017.1	673	AC006017	162556	961.0	520	520	100.0	9606
1254	AC006017.1	673	AC187724	188968	880.0	476	523	97.132	9598
1255	AL357153.1	2941	NR_110071	2941	5432.0	2941	2941	100.0	9606
1256	AL357153.1	2941	AC186182	190232	87.9	47	72	88.889	9598
1257	AL357153.1	2941	AC112790	211714	67.6	36	55	89.091	10090
1258	AC009090.3	565	NG_033905	15508	1044.0	565	565	100.0	9606
1259	AC009090.3	565	AC140182	151221	137.0	74	111	89.189	10090
1260	AC009090.3	565	XM_016928545	1996	121.0	65	65	100.0	9598
1261	AC009090.3	565	BC108166	769	111.0	60	63	98.413	9913
1262	AC007620.3	497	NG_033163	62496	918.0	497	497	100.0	9606
1263	AC007620.3	497	AC160026	172151	56.5	30	30	100.0	9598
1264	NUP50-DT	2076	Z82243	52120	3291.0	1782	1782	100.0	9606
1265	NUP50-DT	2076	AC183379	217240	568.0	307	674	82.641	9598
1266	AL359220.1	4499	BC050301	4511	8142.0	4409	4500	99.356	9606
1267	AL359220.1	4499	AC190197	190882	230.0	124	270	82.222	9598
1268	LINC01160	894	NR_034126	1542	1652.0	894	894	100.0	9606
1269	LINC01160	894	XR_674617	1704	904.0	489	508	98.819	9598
1270	AL513283.1	1087	XR_002958459	2217	1790.0	969	969	100.0	9606
1271	AL513283.1	1087	CT827815	143743	331.0	179	197	96.954	9598
1272	AL033397.1	3653	AK126334	3606	6654.0	3603	3606	99.972	9606
1273	AL033397.1	3653	XR_002944146	2642	4606.0	2494	2642	98.145	9598
1274	AL449403.1	1577	BC008050	1593	2913.0	1577	1577	100.0	9606
1275	AL449403.1	1577	XR_001720903	1676	2748.0	1488	1580	98.101	9598
1276	ZNF32-AS3	1932	NR_038867	1928	3561.0	1928	1928	100.0	9606
1277	ZNF32-AS3	1932	XR_001706972	2592	2507.0	1357	1369	99.708	9598
1278	AC016152.1	521	AC279564	169384	405.0	219	219	100.0	9606
1279	AC016152.1	521	AC156838	180639	143.0	77	117	88.889	9598
1280	AC016152.1	521	AC150517	180767	99.0	53	92	85.87	9913
1281	AL109945.1	687	AL109945	110526	1162.0	629	629	100.0	9606
1282	AC069439.2	789	AC069439	104485	1315.0	712	712	100.0	9606
1283	AC069439.2	789	AK305815	1820	427.0	231	240	98.75	9598
1284	AC021739.5	494	AP023475	95537968	662.0	358	358	100.0	9606
1285	AC021739.5	494	AC188416	178653	75.0	40	40	100.0	9598
1286	AC004908.2	574	AC136777	175263	1061.0	574	574	100.0	9606
1287	AC004908.2	574	AC187629	181348	1005.0	544	574	98.258	9598
1288	KLHL7-DT	2564	NR_046220	2564	4735.0	2564	2564	100.0	9606
1289	KLHL7-DT	2564	AC146236	184346	4178.0	2262	2355	98.726	9598
1290	KLHL7-DT	2564	XM_005223943	2043	1363.0	738	1776	80.968	9913
1291	AC106791.2	391	AC106791	216877	723.0	391	391	100.0	9606
1292	AC106791.2	391	AC171276	202258	93.5	50	115	81.739	9598
1293	AC106791.2	391	KX592814	12712469	76.8	41	144	77.083	9913
1294	LINC01534	815	NR_110707	880	1506.0	815	815	100.0	9606
1295	AL096828.2	1965	CP068258	66210247	3629.0	1965	1965	100.0	9606
1296	AC093879.1	1176	NG_009006	577646	1740.0	942	942	100.0	9606
1297	AC093879.1	1176	CT806415	152836	134.0	72	112	88.393	9598
1298	AC004067.1	700	NG_029187	21845	1293.0	700	700	100.0	9606
1299	AC004067.1	700	BS000077	186185	206.0	111	150	92.0	9598
1300	AC019080.1	5202	NR_026966	5223	9607.0	5202	5202	100.0	9606
1301	AC019080.1	5202	XM_009443805	3974	7047.0	3816	3976	98.692	9598
1302	SLC9A9-AS2	327	NG_017077	590310	403.0	218	218	100.0	9606
1303	SLC9A9-AS2	327	CU468127	188785	152.0	82	107	92.523	9598
1304	AC008393.1	1454	NR_134283	1490	2686.0	1454	1454	100.0	9606
1305	AL390067.1	420	AL390067	114178	682.0	369	369	100.0	9606
1306	AL390067.1	420	XR_001720956	1261	226.0	122	151	94.04	9598
1307	TMEM92-AS1	750	NR_125805	748	1382.0	748	748	100.0	9606
1308	TMEM92-AS1	750	LC032058	168627	106.0	57	78	91.026	9598
1309	AL049830.3	1991	NR_038356	1991	3677.0	1991	1991	100.0	9606
1310	AL049830.3	1991	XM_001171057	2555	944.0	511	520	99.423	9598
1311	AL049830.3	1991	BC123841	2109	765.0	414	522	93.103	9913
1312	AL049830.3	1991	JN961089	38437	725.0	392	572	89.685	10090
1313	AL136317.2	2254	AK094644	2253	4095.0	2217	2251	99.511	9606
1314	AL136317.2	2254	AC183386	138215	2438.0	1320	1458	96.914	9598
1315	AL139390.1	517	XR_926432	651	619.0	335	335	100.0	9606
1316	AL139390.1	517	AC183643	181410	178.0	96	108	96.296	9598
1317	AC138028.5	558	CU463838	97718	1013.0	548	558	99.462	9606
1318	AC138028.5	558	XM_016930378	8003	117.0	63	79	93.671	9598
1319	AC138627.1	1977	AC009120	195342	2348.0	1271	1271	100.0	9606
1320	AC138627.1	1977	XR_001710433	641	446.0	241	266	96.992	9598
1321	LINC02003	1833	NR_135222	1962	3386.0	1833	1833	100.0	9606
1322	LINC02003	1833	AL604023	225399	233.0	126	203	87.685	10090
1323	LINC02003	1833	BS000093	52421	60.2	32	32	100.0	9598
1324	LINC01850	357	AC079150	174782	315.0	170	170	100.0	9606
1325	AC110285.1	1573	CP068261	84277185	1905.0	1031	1031	100.0	9606
1326	AC110285.1	1573	XM_024350644	1025	1755.0	950	1004	98.207	9598
1327	LINC02200	615	NR_104672	832	957.0	518	518	100.0	9606
1328	LINC02200	615	XR_002943939	1028	933.0	505	518	99.228	9598
1329	LINC02200	615	AL645913	131007	73.1	39	73	84.932	10090
1330	AC009275.1	889	XR_001745365	1392	1594.0	863	863	100.0	9606
1331	AC009275.1	889	AC187725	160307	787.0	426	438	99.087	9598
1332	AP005135.1	714	XR_948220	2087	1013.0	548	548	100.0	9606
1333	AP005135.1	714	AC200072	168736	89.8	48	58	94.828	9598
1334	AP005135.1	714	XR_001495452	1874	63.9	34	50	90.0	9913
1335	AC015908.3	667	XR_001710952	553	933.0	505	550	97.455	9598
1336	AC015908.3	667	CP068261	84277185	848.0	459	459	100.0	9606
1337	CPEB2-DT	1806	AK093257	1808	3317.0	1796	1806	99.834	9606
1338	CPEB2-DT	1806	XR_001716778	4972	2104.0	1139	1177	98.98	9598
1339	AL033527.3	1196	NR_135805	1207	2209.0	1196	1196	100.0	9606
1340	AL033527.3	1196	XM_016950393	1190	2043.0	1106	1190	97.647	9598
1341	AC040169.1	521	NG_033017	70150	963.0	521	521	100.0	9606
1342	AC040169.1	521	XM_016930264	791	913.0	494	522	98.276	9598
1343	AC073127.1	333	AC073127	155842	551.0	298	298	100.0	9606
1344	AC073127.1	333	AC192800	195465	540.0	292	298	99.329	9598
1345	AL359693.1	2407	AL359693	149696	4446.0	2407	2407	100.0	9606
1346	AL662889.1	389	NG_029764	369847	353.0	191	191	100.0	9606
1347	LINC00598	3541	AL355610	101578	5930.0	3211	3211	100.0	9606
1348	LINC00598	3541	AC192937	170237	433.0	234	301	92.691	9598
1349	LINC02523	2963	NR_038906	2979	5472.0	2963	2963	100.0	9606
1350	LINC02523	2963	XR_680984	3029	5225.0	2829	2969	98.484	9598
1351	AL035454.1	433	CP068258	66210247	623.0	337	337	100.0	9606
1352	AL035454.1	433	XR_001712144	1320	601.0	325	337	98.813	9598
1353	TBX18-AS1	817	XR_001718564	816	621.0	336	348	98.851	9598
1354	TBX18-AS1	817	NR_125876	570	568.0	307	314	99.363	9606
1355	LARS2-AS1	575	NR_048543	1854	1062.0	575	575	100.0	9606
1356	LARS2-AS1	575	AC192838	229398	76.8	41	59	89.831	9598
1357	PAXIP1-AS1	2256	NG_023293	66283	4167.0	2256	2256	100.0	9606
1358	PAXIP1-AS1	2256	AC190228	187911	3875.0	2098	2264	97.703	9598
1359	LHFPL3-AS1	1196	XR_927837	5176	1050.0	568	568	100.0	9606
1360	LHFPL3-AS1	1196	XR_681553	1373	926.0	501	523	98.662	9598
1361	AC022898.2	1312	NG_029246	748020	2423.0	1312	1312	100.0	9606
1362	AC022898.2	1312	AC191729	183968	374.0	202	375	84.8	9598
1363	AC005552.1	662	XR_934689	799	1223.0	662	662	100.0	9606
1364	AC005552.1	662	XR_001710638	919	1190.0	644	662	99.094	9598
1365	AC005552.1	662	AL645969	154687	178.0	96	261	80.46	10090
1366	TMEM44-AS1	1119	XR_001713882	1374	1964.0	1063	1118	98.39	9598
1367	TMEM44-AS1	1119	NR_047573	1433	1585.0	858	862	99.884	9606
1368	TTN-AS1	4592	NR_038272	4607	8480.0	4592	4592	100.0	9606
1369	TTN-AS1	4592	AL928789	202887	1242.0	672	1219	85.398	10090
1370	TTN-AS1	4592	XM_024354652	108135	918.0	497	509	99.214	9598
1371	TTN-AS1	4592	XM_024979882	106333	730.0	395	509	92.534	9913
1372	TTN-AS1	4592	XM_031892919	68121	159.0	86	146	86.301	8364
1373	TTN-AS1	4592	CR389429	814	63.9	34	37	97.297	9031
1374	LINC00941	16489	AC010198	199070	29058.0	15735	15735	100.0	9606
1375	LINC00941	16489	XR_002938819	2214	2756.0	1492	1572	98.41	9598
1376	AC090844.2	632	CP068261	84277185	492.0	266	266	100.0	9606
1377	AC090844.2	632	AC171262	184990	119.0	64	73	95.89	9598
1378	AC073365.1	2253	AC125608	40071	2207.0	1195	1195	100.0	9606
1379	AC073365.1	2253	XR_001713863	3873	1415.0	766	794	98.866	9598
1380	AL354696.1	497	AL354696	202565	918.0	497	497	100.0	9606
1381	AL354696.1	497	AC214848	215581	254.0	137	367	80.381	9598
1382	AL022068.1	1930	NR_134649	1940	3559.0	1927	1931	99.948	9606
1383	AL022068.1	1930	XR_127773	703	531.0	287	307	98.046	9598
1384	AC025539.1	4019	AK128599	4020	7384.0	3998	4021	99.826	9606
1385	AC025539.1	4019	AC280511	221339	1234.0	668	1368	83.333	9598
1386	LINC00244	613	AC073871	100703	1133.0	613	613	100.0	9606
1387	CASC15	4461	AL512344	42831	8233.0	4458	4461	99.978	9606
1388	CASC15	4461	XR_003032262	6529	3302.0	1788	3938	82.58	9913
1389	CASC15	4461	AL590503	169547	1424.0	771	1441	85.219	10090
1390	AC121333.1	2709	AC121333	142378	5003.0	2709	2709	100.0	9606
1391	AC121333.1	2709	AC188684	215235	1875.0	1015	2236	82.2	9598
1392	IBA57-DT	594	NR_103539	602	1098.0	594	594	100.0	9606
1393	IBA57-DT	594	XR_127007	676	1005.0	544	566	98.763	9598
1394	ZNF571-AS1	2777	NR_038247	2788	5125.0	2775	2775	100.0	9606
1395	ZNF571-AS1	2777	XR_002940657	2709	3648.0	1975	2011	99.403	9598
1396	ZNF571-AS1	2777	XM_010815579	6775	58.4	31	37	94.595	9913
1397	OXCT1-AS1	1731	NR_046635	1731	3197.0	1731	1731	100.0	9606
1398	OXCT1-AS1	1731	XM_016952806	1857	265.0	143	143	100.0	9598
1399	RAD51-AS1	1242	AC022405	111035	1672.0	905	905	100.0	9606
1400	RAD51-AS1	1242	AC182431	159441	1157.0	626	819	92.43	9598
1401	AC027796.4	874	XR_934162	1072	1472.0	797	797	100.0	9606
1402	AC027796.4	874	XR_001710692	543	353.0	191	207	97.585	9598
1403	BX005040.1	1126	AC278025	198973	1965.0	1064	1064	100.0	9606
1404	BX005040.1	1126	CU467111	186811	339.0	183	283	88.339	9598
1405	NALT1	738	XM_016962153	4347	1291.0	699	735	98.367	9598
1406	NALT1	738	NR_121577	546	641.0	347	347	100.0	9606
1407	AC009704.2	483	CP068260	80542536	893.0	483	483	100.0	9606
1408	LINC01838	1657	NR_146451	1660	3061.0	1657	1657	100.0	9606
1409	LINC01838	1657	XR_675909	833	1447.0	783	830	98.193	9598
1410	CLEC12A-AS1	3956	NR_135047	3957	7306.0	3956	3956	100.0	9606
1411	CLEC12A-AS1	3956	AC191868	186656	1245.0	674	790	95.19	9598
1412	AC137767.1	1920	NG_052874	83101	3546.0	1920	1920	100.0	9606
1413	AC137767.1	1920	XM_024348120	1736	604.0	327	357	97.199	9598
1414	AC137767.1	1920	AC127313	195651	394.0	213	678	78.319	10090
1415	AC137767.1	1920	XM_010814005	10529	195.0	105	165	87.879	9913
1416	AL133243.2	1621	XM_017004560	14377	2994.0	1621	1621	100.0	9606
1417	AC011008.1	439	XR_001720022	545	774.0	419	437	98.627	9598
1418	AC011008.1	439	NR_125432	445	717.0	388	388	100.0	9606
1419	AC068473.5	2072	NG_007988	81707	3827.0	2072	2072	100.0	9606
1420	AC068473.5	2072	XM_024350948	2286	2896.0	1568	1655	98.248	9598
1421	AC159540.2	2830	BC032409	2913	5083.0	2752	2830	99.152	9606
1422	AC159540.2	2830	AC183531	226981	3956.0	2142	2296	97.953	9598
1423	AL390728.6	1246	AL390728	123668	2302.0	1246	1246	100.0	9606
1424	AL390728.6	1246	XR_001713726	6346	2233.0	1209	1246	99.037	9598
1425	AL355472.1	575	NR_125961	592	1062.0	575	575	100.0	9606
1426	AL355472.1	575	XR_677829	613	1031.0	558	573	99.127	9598
1427	FGF13-AS1	849	NR_038405	849	1552.0	840	846	99.764	9606
1428	FGF13-AS1	849	XR_001714186	1106	1541.0	834	837	99.881	9598
1429	SOCS2-AS1	3325	XR_001708183	3322	5949.0	3221	3326	98.978	9598
1430	SOCS2-AS1	3325	BC040677	3321	5854.0	3170	3304	98.668	9606
1431	HEIH	1652	NR_045680	1681	3051.0	1652	1652	100.0	9606
1432	HEIH	1652	AC275737	219953	1511.0	818	990	94.444	9598
1433	AC099522.2	744	AC010279	125746	1375.0	744	744	100.0	9606
1434	AC006145.1	2651	NR_110076	2651	4896.0	2651	2651	100.0	9606
1435	AC006145.1	2651	AC151737	212458	3993.0	2162	2324	97.892	9598
1436	AC006145.1	2651	XM_005223943	2043	1009.0	546	1417	80.099	9913
1437	LINC01949	2721	AK002104	2721	5009.0	2712	2721	99.89	9606
1438	LINC01949	2721	AC197205	166358	1971.0	1067	1741	87.364	9598
1439	LINC02316	768	XR_944109	13738	673.0	364	364	100.0	9606
1440	LINC02316	768	AC193765	193758	73.1	39	46	95.652	9598
1441	LINC02316	768	XM_010814573	2645	67.6	36	46	93.478	9913
1442	LINC02316	768	AC099772	190514	56.5	30	34	97.059	10090
1443	AL138960.1	513	XR_001749858	3932	948.0	513	513	100.0	9606
1444	AL355482.1	2463	AK055155	2464	4532.0	2454	2464	99.878	9606
1445	AL355482.1	2463	CT928682	174149	1746.0	945	1637	86.255	9598
1446	LINC02575	912	NR_155204	1409	1210.0	655	655	100.0	9606
1447	LINC02575	912	XR_002941086	6299	1151.0	623	658	98.328	9598
1448	AC009299.3	1096	XR_001716262	910	1234.0	668	687	99.127	9598
1449	AC009299.3	1096	AC009299	169697	684.0	370	370	100.0	9606
1450	AC009299.3	1096	AL845291	209914	616.0	333	370	96.757	10090
1451	AC009299.3	1096	KT538446	405	604.0	327	370	96.216	9031
1452	AC114546.1	473	XR_932099	1775	697.0	377	377	100.0	9606
1453	AC114546.1	473	AC188689	188648	364.0	197	375	84.533	9598
1454	AC011473.2	240	NM_002776	2946	244.0	132	132	100.0	9606
1455	AC011473.2	240	XM_001174085	1719	241.0	130	130	100.0	9598
1456	AC011473.2	240	XR_003031438	1553	52.8	28	28	100.0	9913
1457	AC009120.2	2032	AC009120	195342	3753.0	2032	2032	100.0	9606
1458	AC009120.2	2032	XM_024349897	5841	3602.0	1950	2035	98.673	9598
1459	AC009120.2	2032	AH002041	3075	111.0	60	255	75.294	10090
1460	AC055811.3	686	NG_008001	41540	1267.0	686	686	100.0	9606
1461	LINC02516	1771	NR_110838	1771	3271.0	1771	1771	100.0	9606
1462	LINC02516	1771	XR_001717125	561	361.0	195	216	96.759	9598
1463	AC053527.1	685	XR_001741721	1258	712.0	385	441	96.372	9606
1464	AC053527.1	685	XR_002943531	1235	215.0	116	122	98.361	9598
1465	AL353680.1	337	XR_941820	637	623.0	337	337	100.0	9606
1466	AL353680.1	337	XM_024348505	741	80.5	43	43	100.0	9598
1467	AC114485.1	657	AC114485	140621	479.0	259	259	100.0	9606
1468	AC114485.1	657	XR_001707984	2453	261.0	141	147	98.639	9598
1469	AP000873.2	2295	AP000873	174905	4239.0	2295	2295	100.0	9606
1470	AP000873.2	2295	AC187625	181941	586.0	317	520	87.308	9598
1471	AL133372.2	922	BC034639	935	1690.0	915	918	99.891	9606
1472	AL133372.2	922	AC185978	198914	327.0	177	488	79.508	9598
1473	AC123768.3	969	BC016363	998	1696.0	918	964	98.444	9606
1474	AC123768.3	969	AC183285	211714	1284.0	695	724	98.757	9598
1475	AL079307.1	5982	BC055421	5994	10962.0	5936	5984	99.749	9606
1476	AL079307.1	5982	AC145875	179919	2763.0	1496	1884	93.365	9598
1477	FSIP2-AS1	689	NR_144453	701	1273.0	689	689	100.0	9606
1478	FSIP2-AS1	689	XR_002942844	4371	756.0	409	431	98.376	9598
1479	AL354892.1	335	AL354892	79502	553.0	299	299	100.0	9606
1480	AL354892.1	335	AC146109	164618	113.0	61	92	89.13	9598
1481	AC080013.5	679	AC080013	163074	1254.0	679	679	100.0	9606
1482	AC080013.5	679	XM_009446760	2911	1177.0	637	671	98.361	9598
1483	AGAP11	3078	NR_171046	3482	5177.0	2803	2803	100.0	9606
1484	AGAP11	3078	AC194636	200211	1864.0	1009	1055	98.578	9598
1485	AGAP11	3078	XM_024990258	2790	1286.0	696	1500	82.267	9913
1486	AGAP11	3078	AK129082	4246	444.0	240	422	85.782	10090
1487	AGAP11	3078	XM_015289263	11760	86.1	46	137	78.832	9031
1488	AP004609.1	1646	EF444957	18404	2615.0	1416	1416	100.0	9606
1489	AP004609.1	1646	XM_016922107	10736	2457.0	1330	1417	98.024	9598
1490	LINC01779	914	XR_001738196	2766	1688.0	914	914	100.0	9606
1491	AL137026.1	1089	XR_001747174	1636	2004.0	1085	1085	100.0	9606
1492	AL137026.1	1089	XR_002938213	1207	1936.0	1048	1089	98.806	9598
1493	SACS-AS1	2234	NR_103450	2246	4126.0	2234	2234	100.0	9606
1494	AL034346.1	1277	AL034346	120429	2359.0	1277	1277	100.0	9606
1495	AL034346.1	1277	XR_004938097	4991	291.0	157	297	85.185	10090
1496	AC010894.3	2400	BC046497	2446	4397.0	2381	2400	99.75	9606
1497	AC010894.3	2400	DQ023266	200028	167.0	90	349	76.504	9598
1498	AP005671.1	463	CP068260	80542536	555.0	300	300	100.0	9606
1499	SEPT7-AS1	3810	XR_001719197	3814	6750.0	3655	3805	98.739	9598
1500	SEPT7-AS1	3810	AC007551	155401	6168.0	3340	3340	100.0	9606
1501	SMAD9-IT1	504	XM_005266404	4433	737.0	399	399	100.0	9606
1502	AC025287.2	668	NG_033109	25170	1234.0	668	668	100.0	9606
1503	AC025287.2	668	XM_016930194	3647	957.0	518	559	97.674	9598
1504	KCNK15-AS1	862	CP068258	66210247	1138.0	616	616	100.0	9606
