""	"Term"	"Overlap"	"P.value"	"Adjusted.P.value"	"Old.P.value"	"Old.Adjusted.P.value"	"Odds.Ratio"	"Combined.Score"	"Genes"
"210"	"regulation of erythrocyte differentiation (GO:0045646)"	"4 of 32"	0.0263314250010204	0.337418403227362	0	0	3.86919831223629	14.0722440281709	"STAT5B;LDB1;ARNT;ZNF16"
"3312"	"autophagosome (GO:0005776)"	"6 of 64"	0.0265306634397096	0.216390723680132	0	0	2.80535966149506	10.1819241365936	"CALCOCO2;VPS33A;NBR1;PIP4K2A;TBC1D25;TBC1D14"
"211"	"endosome to lysosome transport (GO:0008333)"	"5 of 48"	0.0277966394262423	0.351626592797974	0	0	3.15132656403537	11.2906993379401	"VPS4B;VPS33A;KIF13A;AP3D1;TRAK1"
"212"	"mitotic cell cycle phase transition (GO:0044772)"	"14 of 221"	0.0280484799056371	0.351626592797974	0	0	1.8406555162742	6.5781730447837	"CDKN1B;MAX;DCTN1;KDM8;HAUS4;USH1C;ARPP19;MYC;AKAP9;CEP250;MCM5;PCNT;POLE;OPTN"
"213"	"DNA synthesis involved in DNA repair (GO:0000731)"	"6 of 65"	0.028378081586394	0.351626592797974	0	0	2.75766775836102	9.82319368403184	"RMI1;USP10;POLE;PALB2;POLH;PRIMPOL"
"3313"	"Golgi membrane (GO:0000139)"	"24 of 442"	0.0285559487421805	0.217314212952031	0	0	1.56768846204447	5.57452772896223	"ARF3;NAA60;MBTPS1;SLC35A3;SGMS1;GBF1;GOSR1;XYLT2;AP1B1;PLD4;USF3;ACER2;RNF125;VPS51;MGAT5;RAB35;VPS52;KIF13A;ST8SIA6;COPG1;PI4KB;LARGE1;OPTN;CALN1"
"214"	"regulation of gluconeogenesis (GO:0006111)"	"3 of 19"	0.0287701383488536	0.351626592797974	0	0	5.07435042134831	18.0059127840348	"ARPP19;SOGA1;PDK2"
"215"	"regulation of sprouting angiogenesis (GO:1903670)"	"3 of 19"	0.0287701383488536	0.351626592797974	0	0	5.07435042134831	18.0059127840348	"SMAD1;KLF4;JAK1"
"216"	"acetylcholine receptor signaling pathway (GO:0095500)"	"3 of 19"	0.0287701383488536	0.351626592797974	0	0	5.07435042134831	18.0059127840348	"CHRNA7;GNA11;CHRM5"
"217"	"regulation of heterotypic cell-cell adhesion (GO:0034114)"	"3 of 19"	0.0287701383488536	0.351626592797974	0	0	5.07435042134831	18.0059127840348	"MBP;KLF4;MAP2K5"
"218"	"aspartate family amino acid catabolic process (GO:0009068)"	"3 of 19"	0.0287701383488536	0.351626592797974	0	0	5.07435042134831	18.0059127840348	"OGDH;SLC25A21;ASPA"
"2763"	"spectrin binding (GO:0030507)"	"3 of 19"	0.0287701383488536	0.233971297082038	0	0	5.07435042134831	18.0059127840348	"EPB41;USH1C;ANK3"
"3314"	"early endosome (GO:0005769)"	"14 of 222"	0.0289954891218667	0.217314212952031	0	0	1.83171019422803	6.48538060511918	"RABGAP1L;RAB5B;ZFYVE9;USP10;VPS33A;WASHC2C;PTPN23;TRAK1;SNX1;MVB12B;RAPGEF1;MAPK1;LDLRAP1;EPHB1"
"219"	"intra-Golgi vesicle-mediated transport (GO:0006891)"	"4 of 33"	0.0291417526947168	0.351626592797974	0	0	3.73558368495077	13.2074674142001	"NSF;TRAPPC10;GOSR1;COPG1"
"3315"	"main axon (GO:0044304)"	"4 of 33"	0.0291417526947168	0.217314212952031	0	0	3.73558368495077	13.2074674142001	"PARD3;EPB41L3;MBP;ANK3"
"220"	"regulation of megakaryocyte differentiation (GO:0045652)"	"5 of 49"	0.0300768294879972	0.351626592797974	0	0	3.07954545454545	10.7907278520372	"KMT2D;SIN3A;EP300;GP1BA;ZNF16"
"2764"	"amyloid-beta binding (GO:0001540)"	"5 of 49"	0.0300768294879972	0.233971297082038	0	0	3.07954545454545	10.7907278520372	"CHRNA7;INSR;CLSTN1;APBA1;LDLRAP1"
"221"	"regulation of stress-activated protein kinase signaling cascade (GO:0070302)"	"2 of 8"	0.0309682283512151	0.351626592797974	0	0	9.01309022907901	31.3186272703988	"NBR1;MAPK1"
"222"	"positive regulation of membrane potential (GO:0045838)"	"2 of 8"	0.0309682283512151	0.351626592797974	0	0	9.01309022907901	31.3186272703988	"TCL1A;ANK3"
"223"	"regulation of histone H4 acetylation (GO:0090239)"	"2 of 8"	0.0309682283512151	0.351626592797974	0	0	9.01309022907901	31.3186272703988	"SMARCB1;KAT7"
"224"	"SMAD protein complex assembly (GO:0007183)"	"2 of 8"	0.0309682283512151	0.351626592797974	0	0	9.01309022907901	31.3186272703988	"SMAD1;ZFYVE9"
"225"	"transepithelial transport (GO:0070633)"	"2 of 8"	0.0309682283512151	0.351626592797974	0	0	9.01309022907901	31.3186272703988	"SLC23A1;GPLD1"
"226"	"protein localization to microtubule (GO:0035372)"	"2 of 8"	0.0309682283512151	0.351626592797974	0	0	9.01309022907901	31.3186272703988	"KIF20B;MID2"
"227"	"regulation of cytoplasmic transport (GO:1903649)"	"2 of 8"	0.0309682283512151	0.351626592797974	0	0	9.01309022907901	31.3186272703988	"CHMP3;MAPK1"
"228"	"plasma membrane to endosome transport (GO:0048227)"	"2 of 8"	0.0309682283512151	0.351626592797974	0	0	9.01309022907901	31.3186272703988	"RAB5B;RAB35"
"229"	"protein localization to microtubule cytoskeleton (GO:0072698)"	"2 of 8"	0.0309682283512151	0.351626592797974	0	0	9.01309022907901	31.3186272703988	"KIF20B;MID2"
"230"	"early endosome to Golgi transport (GO:0034498)"	"2 of 8"	0.0309682283512151	0.351626592797974	0	0	9.01309022907901	31.3186272703988	"SNX1;TRAPPC10"
"231"	"negative regulation of exocytosis (GO:0045920)"	"2 of 8"	0.0309682283512151	0.351626592797974	0	0	9.01309022907901	31.3186272703988	"PRKN;VPS4B"
"232"	"membrane lipid catabolic process (GO:0046466)"	"2 of 8"	0.0309682283512151	0.351626592797974	0	0	9.01309022907901	31.3186272703988	"FUCA1;NAGA"
"233"	"positive regulation of respiratory burst (GO:0060267)"	"2 of 8"	0.0309682283512151	0.351626592797974	0	0	9.01309022907901	31.3186272703988	"CAMK1D;INSR"
"234"	"peptidyl-lysine acetylation (GO:0018394)"	"2 of 8"	0.0309682283512151	0.351626592797974	0	0	9.01309022907901	31.3186272703988	"CREBBP;EP300"
"235"	"negative regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045869)"	"2 of 8"	0.0309682283512151	0.351626592797974	0	0	9.01309022907901	31.3186272703988	"APOBEC3D;APOBEC3F"
"236"	"DNA cytosine deamination (GO:0070383)"	"2 of 8"	0.0309682283512151	0.351626592797974	0	0	9.01309022907901	31.3186272703988	"APOBEC3D;APOBEC3F"
"237"	"regulation of cardiac muscle cell action potential involved in regulation of contraction (GO:0098909)"	"2 of 8"	0.0309682283512151	0.351626592797974	0	0	9.01309022907901	31.3186272703988	"AKAP9;ATP2A2"
"2765"	"RNA polymerase I regulatory region sequence-specific DNA binding (GO:0001163)"	"2 of 8"	0.0309682283512151	0.233971297082038	0	0	9.01309022907901	31.3186272703988	"SMARCB1;UBTF"
"2766"	"RNA polymerase I CORE element sequence-specific DNA binding (GO:0001164)"	"2 of 8"	0.0309682283512151	0.233971297082038	0	0	9.01309022907901	31.3186272703988	"SMARCB1;UBTF"
"3316"	"spectrin-associated cytoskeleton (GO:0014731)"	"2 of 8"	0.0309682283512151	0.22451965554631	0	0	9.01309022907901	31.3186272703988	"EPB41;ANK3"
"238"	"positive regulation of angiogenesis (GO:0045766)"	"8 of 103"	0.0313116117509965	0.354031711016519	0	0	2.28571428571429	7.91718004062413	"SMAD1;STIM1;SP1;HYAL1;CHRNA7;HIPK1;KLF4;JAK1"
"2767"	"nucleoside-triphosphatase activity (GO:0017111)"	"23 of 424"	0.0318782245761636	0.233971297082038	0	0	1.56520548340132	5.39343532510755	"ARF3;NSF;ABCA2;UPF1;DDX6;RAB5B;SAR1B;VPS4B;MX1;GTPBP1;GIMAP7;NUGGC;GNAO1;GNA13;RRAGA;RAB40B;KIF2A;GNA11;RAB35;KIF13A;MYH9;KIF21A;KIF20B"
"2768"	"RNA polymerase core enzyme binding (GO:0043175)"	"4 of 34"	0.0321230343877541	0.233971297082038	0	0	3.61087669948429	12.4148509980035	"CTR9;WAC;ELP4;GTF2E1"
"239"	"insulin receptor signaling pathway (GO:0008286)"	"6 of 67"	0.0323223954651751	0.360664976584016	0	0	2.66697495895859	9.1530445401437	"APC;INSR;FOXO4;SOGA1;PDK2;GPLD1"
"240"	"positive regulation of autophagy (GO:0010508)"	"6 of 67"	0.0323223954651751	0.360664976584016	0	0	2.66697495895859	9.1530445401437	"PRKN;WAC;FBXO7;MID2;OPTN;CAMKK2"
"2769"	"protein kinase inhibitor activity (GO:0004860)"	"6 of 67"	0.0323223954651751	0.233971297082038	0	0	2.66697495895859	9.1530445401437	"CDKN1B;FLRT1;CHAD;DUSP19;GP1BA;SOCS6"
"2770"	"motor activity (GO:0003774)"	"7 of 85"	0.0323902485204756	0.233971297082038	0	0	2.43461176300159	8.35046970768291	"KIF2A;APPBP2;KIF13A;MYH9;KIF21A;SMC3;KIF20B"
"241"	"negative regulation of viral genome replication (GO:0045071)"	"5 of 50"	0.0324713450903228	0.360664976584016	0	0	3.01095461658842	10.3197376272436	"PRKN;APOBEC3D;APOBEC3F;OAS3;MX1"
"242"	"regulation of cellular response to stress (GO:0080135)"	"8 of 104"	0.0329036405399459	0.360664976584016	0	0	2.26178689297501	7.72212941804132	"PRKN;GSK3B;CREBBP;ARMT1;NUP62;EP300;MAPK1;USP51"
"243"	"viral budding via host ESCRT complex (GO:0039702)"	"3 of 20"	0.0329704883833772	0.360664976584016	0	0	4.77561136814276	16.2950660783602	"VPS4B;CHMP1B;CHMP3"
"244"	"growth hormone receptor signaling pathway (GO:0060396)"	"3 of 20"	0.0329704883833772	0.360664976584016	0	0	4.77561136814276	16.2950660783602	"STAT5B;MAPK1;PRLR"
"245"	"covalent chromatin modification (GO:0016569)"	"3 of 20"	0.0329704883833772	0.360664976584016	0	0	4.77561136814276	16.2950660783602	"ZFP64;PRDM10;CHD1"
"246"	"entrainment of circadian clock by photoperiod (GO:0043153)"	"3 of 20"	0.0329704883833772	0.360664976584016	0	0	4.77561136814276	16.2950660783602	"PER2;CRY2;RBM4B"
"2771"	"DNA-directed DNA polymerase activity (GO:0003887)"	"3 of 20"	0.0329704883833772	0.233971297082038	0	0	4.77561136814276	16.2950660783602	"POLE;POLH;PRIMPOL"
"2772"	"glutamate receptor binding (GO:0035254)"	"3 of 20"	0.0329704883833772	0.233971297082038	0	0	4.77561136814276	16.2950660783602	"NSF;DLG3;AKAP5"
"2773"	"K63-linked polyubiquitin modification-dependent protein binding (GO:0070530)"	"3 of 20"	0.0329704883833772	0.233971297082038	0	0	4.77561136814276	16.2950660783602	"ZRANB1;OTUD7B;OPTN"
"2774"	"mitogen-activated protein kinase binding (GO:0051019)"	"3 of 20"	0.0329704883833772	0.233971297082038	0	0	4.77561136814276	16.2950660783602	"NBR1;ATF7;PPM1D"
"247"	"neuron development (GO:0048666)"	"10 of 144"	0.0341603463631478	0.372001362504008	0	0	2.02720440351434	6.84524037241777	"RP1L1;GSK3B;SAMD14;GDNF;TDP2;RAB35;BLOC1S3;USH1C;CCSAP;PPP1R9B"
"3317"	"trans-Golgi network (GO:0005802)"	"12 of 185"	0.0342793010840931	0.241808042782387	0	0	1.88575798189428	6.36106442162691	"GOLGA4;VPS51;MLANA;KIF13A;VPS52;GBF1;AP1B1;MYO18A;PLD4;TRAPPC9;OPTN;CALN1"
"248"	"COPII-coated vesicle budding (GO:0090114)"	"6 of 68"	0.0344215307556663	0.372001362504008	0	0	2.62382273988807	8.83985039259708	"NSF;SAR1B;SEC16A;TRAPPC10;TRAPPC9;SEC24C"
"249"	"peptidyl-threonine phosphorylation (GO:0018107)"	"6 of 68"	0.0344215307556663	0.372001362504008	0	0	2.62382273988807	8.83985039259708	"GSK3B;CAMK1D;PNCK;MAPK1;MYLK3;CAMKK2"
"250"	"membrane protein proteolysis (GO:0033619)"	"4 of 35"	0.0352763888583256	0.378202240708184	0	0	3.49421532598339	11.68654785218	"MBTPS1;ERAP1;DAG1;MYH9"
"251"	"neural crest cell development (GO:0014032)"	"4 of 35"	0.0352763888583256	0.378202240708184	0	0	3.49421532598339	11.68654785218	"GDNF;SEMA3D;SEMA3G;SEMA4G"
"252"	"positive regulation of cellular catabolic process (GO:0031331)"	"8 of 106"	0.0362510751653584	0.379150246088149	0	0	2.21539704990907	7.34910614622712	"UPF1;KHSRP;INSR;ARNT;GTPBP1;MID2;OPTN;GPLD1"
"253"	"positive regulation of cellular component organization (GO:0051130)"	"8 of 106"	0.0362510751653584	0.379150246088149	0	0	2.21539704990907	7.34910614622712	"GSK3B;SLF1;HYAL1;INSR;CLSTN1;DAB2IP;PTPN23;EPHB1"
"254"	"G2/M transition of mitotic cell cycle (GO:0000086)"	"9 of 126"	0.0370450001415519	0.379150246088149	0	0	2.0884724340815	6.88281546058895	"DCTN1;AKAP9;KDM8;HAUS4;USH1C;CEP250;PCNT;ARPP19;OPTN"
"255"	"energy reserve metabolic process (GO:0006112)"	"3 of 21"	0.0374712318124484	0.379150246088149	0	0	4.51006554307116	14.8118751376653	"GSK3B;MYC;LEPR"
"256"	"histone lysine demethylation (GO:0070076)"	"3 of 21"	0.0374712318124484	0.379150246088149	0	0	4.51006554307116	14.8118751376653	"KDM6B;KDM3B;KDM8"
"257"	"non-motile cilium assembly (GO:1905515)"	"3 of 21"	0.0374712318124484	0.379150246088149	0	0	4.51006554307116	14.8118751376653	"DCTN1;TOGARAM1;CEP250"
"258"	"negative regulation of viral process (GO:0048525)"	"3 of 21"	0.0374712318124484	0.379150246088149	0	0	4.51006554307116	14.8118751376653	"TRIM62;APOBEC3F;MID2"
"259"	"photoperiodism (GO:0009648)"	"3 of 21"	0.0374712318124484	0.379150246088149	0	0	4.51006554307116	14.8118751376653	"PER2;CRY2;RBM4B"
"2775"	"DNA polymerase activity (GO:0034061)"	"3 of 21"	0.0374712318124484	0.262744708780144	0	0	4.51006554307116	14.8118751376653	"POLE;POLH;PRIMPOL"
"3318"	"U2 snRNP (GO:0005686)"	"3 of 21"	0.0374712318124484	0.257368197448659	0	0	4.51006554307116	14.8118751376653	"SF3A1;CCDC97;HTATSF1"
"260"	"plasma membrane bounded cell projection morphogenesis (GO:0120039)"	"5 of 52"	0.037608244281283	0.379150246088149	0	0	2.88252921786035	9.45622931078397	"SNX1;NTF3;EPB41L3;DAB2IP;KIF20B"
"261"	"cellular response to oxygen-containing compound (GO:1901701)"	"16 of 274"	0.0380009975213774	0.379150246088149	0	0	1.68808153397434	5.52026779068045	"UPF1;CTR9;DAB2IP;SSTR2;ESR1;NUGGC;TIRAP;ZNF16;SLC5A5;CAMKK2;RRAGA;AKAP9;RAPGEF1;MAPK1;PDK2;GPLD1"
"262"	"viral life cycle (GO:0019058)"	"8 of 107"	0.0380078005689813	0.379150246088149	0	0	2.19290500478619	7.17072011886937	"VPS4B;NUP62;MVB12B;UBP1;NMT2;CHMP3;WWP1;HTATSF1"
"2776"	"protein kinase regulator activity (GO:0019887)"	"8 of 107"	0.0380078005689813	0.263371700413294	0	0	2.19290500478619	7.17072011886937	"CDKN1B;APC;FLRT1;CHAD;DUSP19;GP1BA;ELP4;SOCS6"
"263"	"regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)"	"7 of 88"	0.0380764284402977	0.379150246088149	0	0	2.34407477157006	7.66081108763582	"PRKN;GSK3B;RNF125;WAC;KEAP1;CBFA2T3;PIAS1"
"264"	"organic hydroxy compound transport (GO:0015850)"	"4 of 36"	0.0386025447729155	0.379150246088149	0	0	3.3848452883263	11.0157660093687	"NCOA1;NCOA2;RXRA;SLC51A"
"265"	"cell cycle G2/M phase transition (GO:0044839)"	"9 of 127"	0.0386638358855718	0.379150246088149	0	0	2.07066548230662	6.73556543390821	"DCTN1;AKAP9;KDM8;HAUS4;USH1C;CEP250;PCNT;ARPP19;OPTN"
"3319"	"Golgi subcompartment (GO:0098791)"	"25 of 479"	0.0386955002594806	0.258962194044216	0	0	1.50282512928558	4.88723534782948	"ARF3;NAA60;SGMS1;GOSR1;XYLT2;GOLGA4;MLANA;MGAT5;MYO18A;ST8SIA6;LARGE1;NSF;MBTPS1;SLC35A3;GBF1;AP1B1;TRAPPC9;USF3;ACER2;RNF125;RAB35;AKAP9;COPG1;PI4KB;OPTN"
"266"	"stress-activated protein kinase signaling cascade (GO:0031098)"	"6 of 70"	0.038878719793987	0.379150246088149	0	0	2.54156382228491	8.25324110965656	"STK10;TAOK2;NEK1;MAPK1;KAT7;MAP2K5"
"267"	"positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)"	"6 of 70"	0.038878719793987	0.379150246088149	0	0	2.54156382228491	8.25324110965656	"PRKN;GSK3B;RNF125;KEAP1;CBFA2T3;PIAS1"
"268"	"snRNA transcription (GO:0009301)"	"6 of 70"	0.038878719793987	0.379150246088149	0	0	2.54156382228491	8.25324110965656	"POLR2A;SP1;PHAX;RPRD2;TAF5;GTF2E1"
"269"	"snRNA transcription from RNA polymerase II promoter (GO:0042795)"	"6 of 70"	0.038878719793987	0.379150246088149	0	0	2.54156382228491	8.25324110965656	"POLR2A;SP1;PHAX;RPRD2;TAF5;GTF2E1"
"270"	"ATF6-mediated unfolded protein response (GO:0036500)"	"2 of 9"	0.0388872047269896	0.379150246088149	0	0	7.72510518934081	25.0841118849081	"MBTPS1;ATF6B"
"271"	"actin filament reorganization (GO:0090527)"	"2 of 9"	0.0388872047269896	0.379150246088149	0	0	7.72510518934081	25.0841118849081	"GSN;EFS"
"272"	"lactation (GO:0007595)"	"2 of 9"	0.0388872047269896	0.379150246088149	0	0	7.72510518934081	25.0841118849081	"GPAT4;PRLR"
"273"	"endosome to pigment granule transport (GO:0043485)"	"2 of 9"	0.0388872047269896	0.379150246088149	0	0	7.72510518934081	25.0841118849081	"BLOC1S3;AP3D1"
"274"	"positive regulation of autophagosome assembly (GO:2000786)"	"2 of 9"	0.0388872047269896	0.379150246088149	0	0	7.72510518934081	25.0841118849081	"PIP4K2A;RAB3GAP1"
"275"	"endosome to melanosome transport (GO:0035646)"	"2 of 9"	0.0388872047269896	0.379150246088149	0	0	7.72510518934081	25.0841118849081	"BLOC1S3;AP3D1"
"276"	"neuron projection organization (GO:0106027)"	"2 of 9"	0.0388872047269896	0.379150246088149	0	0	7.72510518934081	25.0841118849081	"INSR;CHRNA7"
"2777"	"UDP-xylosyltransferase activity (GO:0035252)"	"2 of 9"	0.0388872047269896	0.266332134699964	0	0	7.72510518934081	25.0841118849081	"XYLT2;LARGE1"
"2778"	"phosphotransferase activity, alcohol group as acceptor (GO:0016773)"	"15 of 254"	0.0401134816067256	0.271572881222545	0	0	1.70765092647938	5.49187846958409	"GSK3B;DGKD;PRAG1;PANK1;TESK2;DOLK;DGKZ;KHK;RPS6KA5;EEF2K;NEK1;SGK3;PI4KB;PDK2;MAP2K5"
"2779"	"sodium ion transmembrane transporter activity (GO:0015081)"	"6 of 71"	0.0412384982937607	0.276016766988921	0	0	2.50233264619724	7.97839495536965	"SLC24A1;SLC12A3;SLC23A1;TRAPPC10;ATP1B2;SLC4A4"
"277"	"protein ubiquitination (GO:0016567)"	"26 of 506"	0.0416448843660053	0.388340853865352	0	0	1.47838050314465	4.69914588350391	"PRKN;EPAS1;CTR9;IPP;KEAP1;UBE3A;RTF1;ZNRF3;RMND5A;TNKS2;LEO1;FBXO7;RNF20;MYLIP;KLHL25;MSL2;WWP1;RNF40;DDB1;KBTBD4;RRAGA;RNF125;RNF103;WAC;KBTBD7;RNF185"
"278"	"negative regulation of G0 to G1 transition (GO:0070317)"	"4 of 37"	0.0421018522102622	0.388340853865352	0	0	3.28210373779994	10.3966003570949	"MAX;DAB2IP;EPC1;FOXO4"
"279"	"RNA metabolic process (GO:0016070)"	"12 of 191"	0.0421118686701703	0.388340853865352	0	0	1.82197604838005	5.77097369094896	"DDX6;HNRNPM;RBFOX2;HNRNPUL1;POLR2A;DIS3L;DDX23;DDX54;DROSHA;RNASE1;POLE;SIDT2"
"280"	"regulation of Ras protein signal transduction (GO:0046578)"	"7 of 90"	0.0422095943786757	0.388340853865352	0	0	2.28735280103465	7.23971802913051	"GIT2;ADAP2;NUP62;DAB2IP;ARAP1;SMAP2;ARFGAP2"
"281"	"cellular response to nerve growth factor stimulus (GO:1990090)"	"3 of 22"	0.0422684604267406	0.388340853865352	0	0	4.27247191011236	13.5168795701679	"RAB35;NTF3;RAPGEF1"
"282"	"positive regulation of protein targeting to membrane (GO:0090314)"	"3 of 22"	0.0422684604267406	0.388340853865352	0	0	4.27247191011236	13.5168795701679	"MYO1C;MIEF2;ANK3"
"283"	"positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052)"	"3 of 22"	0.0422684604267406	0.388340853865352	0	0	4.27247191011236	13.5168795701679	"PRKN;TMTC3;DAB2IP"
"284"	"negative regulation of myeloid cell differentiation (GO:0045638)"	"3 of 22"	0.0422684604267406	0.388340853865352	0	0	4.27247191011236	13.5168795701679	"LDB1;CTR9;LEO1"
"285"	"histone lysine methylation (GO:0034968)"	"3 of 22"	0.0422684604267406	0.388340853865352	0	0	4.27247191011236	13.5168795701679	"KMT2D;PAXIP1;DOT1L"
"286"	"positive regulation of erythrocyte differentiation (GO:0045648)"	"3 of 22"	0.0422684604267406	0.388340853865352	0	0	4.27247191011236	13.5168795701679	"STAT5B;ARNT;ZNF16"
"287"	"negative regulation of sprouting angiogenesis (GO:1903671)"	"3 of 22"	0.0422684604267406	0.388340853865352	0	0	4.27247191011236	13.5168795701679	"HDAC5;KLF4;MAP2K5"
"288"	"branched-chain amino acid metabolic process (GO:0009081)"	"3 of 22"	0.0422684604267406	0.388340853865352	0	0	4.27247191011236	13.5168795701679	"BCKDK;STAT5B;ACADSB"
"289"	"beta-catenin destruction complex disassembly (GO:1904886)"	"3 of 22"	0.0422684604267406	0.388340853865352	0	0	4.27247191011236	13.5168795701679	"GSK3B;APC;LRP5"
"2780"	"bHLH transcription factor binding (GO:0043425)"	"3 of 22"	0.0422684604267406	0.277974215888869	0	0	4.27247191011236	13.5168795701679	"CREBBP;SP1;TCF12"
"2781"	"protein serine/threonine kinase activity (GO:0004674)"	"20 of 368"	0.0424748377419325	0.277974215888869	0	0	1.56594724220624	4.94658216014287	"GSK3B;PRKCH;CDKN1B;PNCK;CAMK1D;MAST3;TESK2;PPM1D;MYLK3;CAMKK2;BCKDK;STK10;SNRK;RPS6KA5;TAOK2;NEK1;MAPK1;SGK3;SIK2;MAP2K5"
"290"	"lysosomal transport (GO:0007041)"	"6 of 72"	0.0436867360398208	0.388340853865352	0	0	2.46429029362739	7.7149801036935	"PRKN;VPS51;VPS33A;KIF13A;VPS52;TRAK1"
"291"	"negative regulation of kinase activity (GO:0033673)"	"7 of 91"	0.0443809155562855	0.388340853865352	0	0	2.26000470809793	7.03979201924864	"CDKN1B;FLRT1;CHAD;DUSP19;PYDC1;GP1BA;SOCS6"
"292"	"positive regulation of protein kinase activity (GO:0045860)"	"11 of 172"	0.045191120975225	0.388340853865352	0	0	1.85597826086957	5.74769490755032	"STK10;TCL1A;DLG3;INSR;TAOK2;DUSP19;DAB2IP;NEK1;PARP16;MAP2K5;CAMKK2"
"293"	"potassium ion import (GO:0010107)"	"4 of 38"	0.045774294947482	0.388340853865352	0	0	3.18540580789278	9.82389532744438	"SLC12A3;KCNJ11;KCNJ12;ATP1B2"
"294"	"mitochondrion disassembly (GO:0061726)"	"4 of 38"	0.045774294947482	0.388340853865352	0	0	3.18540580789278	9.82389532744438	"PRKN;ATG2A;AMBRA1;FBXO7"
"295"	"proteasomal protein catabolic process (GO:0010498)"	"14 of 237"	0.0461468030293768	0.388340853865352	0	0	1.70715761596182	5.25109321807764	"PRKN;GSK3B;KLHL25;SEL1L;KEAP1;WWP1;UBE3A;DDB1;KBTBD4;RMND5A;APC;SOCS6;DCAF11;RNF185"
"296"	"fat cell differentiation (GO:0045444)"	"5 of 55"	0.0461971816236291	0.388340853865352	0	0	2.70915492957746	8.33020842524336	"PER2;ERAP1;EP300;OSBPL11;KLF4"
"2782"	"SH3 domain binding (GO:0017124)"	"5 of 55"	0.0461971816236291	0.286815160969347	0	0	2.70915492957746	8.33020842524336	"PRKN;ADAM15;ELMO1;DAB2IP;AKAP5"
"297"	"regulation of protein complex assembly (GO:0043254)"	"6 of 73"	0.0462240745625469	0.388340853865352	0	0	2.42738353367156	7.4623948054783	"FARP2;GSK3B;SLF1;GSN;DAB2IP;HRG"
"2783"	"protein phosphatase binding (GO:0019903)"	"7 of 92"	0.0466228400807512	0.286815160969347	0	0	2.2333000997009	6.84654934143464	"CDKN1B;DAB2IP;ARMC7;AKAP5;ARPP19;PPP1R9B;JAK1"
"298"	"cellular response to catecholamine stimulus (GO:0071870)"	"3 of 23"	0.0473573467627145	0.388340853865352	0	0	4.05863764044944	12.3789800076401	"PRKN;MAPK1;GABPA"
"299"	"melanosome organization (GO:0032438)"	"3 of 23"	0.0473573467627145	0.388340853865352	0	0	4.05863764044944	12.3789800076401	"BLOC1S3;KIF13A;AP3D1"
"300"	"regulation of transcription elongation from RNA polymerase II promoter (GO:0034243)"	"3 of 23"	0.0473573467627145	0.388340853865352	0	0	4.05863764044944	12.3789800076401	"CTR9;LEO1;RTF1"
"301"	"positive regulation of mRNA catabolic process (GO:0061014)"	"3 of 23"	0.0473573467627145	0.388340853865352	0	0	4.05863764044944	12.3789800076401	"UPF1;KHSRP;GTPBP1"
"302"	"protein K48-linked deubiquitination (GO:0071108)"	"3 of 23"	0.0473573467627145	0.388340853865352	0	0	4.05863764044944	12.3789800076401	"USP27X;MINDY1;OTUD7B"
"303"	"histone H3-K4 methylation (GO:0051568)"	"3 of 23"	0.0473573467627145	0.388340853865352	0	0	4.05863764044944	12.3789800076401	"KMT2D;PAXIP1;CTR9"
"304"	"autophagosome maturation (GO:0097352)"	"3 of 23"	0.0473573467627145	0.388340853865352	0	0	4.05863764044944	12.3789800076401	"VPS33A;EPG5;CHMP3"
"305"	"divalent inorganic cation homeostasis (GO:0072507)"	"3 of 23"	0.0473573467627145	0.388340853865352	0	0	4.05863764044944	12.3789800076401	"PRKN;ANK3;CNNM2"
"306"	"negative regulation of transcription factor import into nucleus (GO:0042992)"	"3 of 23"	0.0473573467627145	0.388340853865352	0	0	4.05863764044944	12.3789800076401	"GSK3B;SUFU;KEAP1"
"307"	"positive regulation of ion transmembrane transporter activity (GO:0032414)"	"3 of 23"	0.0473573467627145	0.388340853865352	0	0	4.05863764044944	12.3789800076401	"AKAP9;ANK3;ATP1B2"
"308"	"viral budding (GO:0046755)"	"3 of 23"	0.0473573467627145	0.388340853865352	0	0	4.05863764044944	12.3789800076401	"VPS4B;CHMP1B;CHMP3"
"309"	"negative regulation of axon extension (GO:0030517)"	"3 of 23"	0.0473573467627145	0.388340853865352	0	0	4.05863764044944	12.3789800076401	"SEMA3D;SEMA3G;SEMA4G"
"2784"	"ADP binding (GO:0043531)"	"3 of 23"	0.0473573467627145	0.286815160969347	0	0	4.05863764044944	12.3789800076401	"MYO18A;MYH9;ABCG1"
"310"	"negative regulation of response to cytokine stimulus (GO:0060761)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"KLF4;MAP2K5"
"311"	"negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway (GO:0039532)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"RNF125;SEC14L1"
"312"	"regulation of chromatin organization (GO:1902275)"	"2 of 10"	0.047478313237347	0.388340853865352	0	0	6.75911640953717	20.5982871865699	"HIRA;PARG"
